0.0547,  0.0628,  0.0711,  0.0865,  0.1009,  0.1212, 0.1384,  0.1511,  0.1683,  0.1888,  0.2013,  0.227 ,  0.2346, 0.2498,  0.2618
0.098 ,  0.1055,  0.1185,  0.1309,  0.1451,  0.1682, 0.1868,  0.1997,  0.2157,  0.2344,  0.2491,  0.2666,  0.2771, 0.2895,  0.2987
0.1632,  0.164 ,  0.1799,  0.1907,  0.2073,  0.2294, 0.2457,  0.2547,  0.2736,  0.2843,  0.2991,  0.308 ,  0.3226, 0.3315,  0.3409
