0.0607,  0.0694,  0.0842,  0.0988,  0.1133,  0.1299,  0.1476, 0.1686,  0.1897,  0.2103,  0.2307,  0.249 ,  0.2738,  0.2996, 0.3313
0.1076,  0.1209,  0.1395,  0.153 ,  0.1781,  0.1961,  0.2198, 0.2414,  0.2677,  0.2889,  0.3127,  0.3326,  0.3559,  0.3837, 0.4099
0.1723,  0.1903,  0.2157,  0.2369,  0.2598,  0.2868,  0.3134, 0.3345,  0.3603,  0.3797,  0.4002,  0.424 ,  0.4502,  0.4747, 0.4959
